# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2559848	2564404	+							BEWA_029500	4557		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2559848	2564404	+			AFZ80100.1	ABC transporter, ATP-binding protein domain containing protein			BEWA_029500	4557		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2559848	2564404	+	AFZ80100.1			ABC transporter, ATP-binding protein domain containing protein			BEWA_029500	4557	1518	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2565040	2565907	-							BEWA_029510	868		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2565040	2565907	-			AFZ80101.1	signal peptide-containing protein			BEWA_029510	792		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2565040	2565907	-	AFZ80101.1			signal peptide-containing protein			BEWA_029510	792	263	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2566302	2567154	-							BEWA_029520	853		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2566302	2567154	-			AFZ80102.1	hypothetical protein			BEWA_029520	816		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2566302	2567154	-	AFZ80102.1			hypothetical protein			BEWA_029520	816	271	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2567908	2569839	+							BEWA_029530	1932		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2567908	2569839	+			AFZ80103.1	glycyl-tRNA synthetase, putative			BEWA_029530	1932		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2567908	2569839	+	AFZ80103.1			glycyl-tRNA synthetase, putative			BEWA_029530	1932	643	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2569020	2574303	-							BEWA_029540	5284		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2569020	2574303	-			AFZ80104.1	DNL zinc finger domain containing protein			BEWA_029540	1386		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2569836	2574303	-	AFZ80104.1			DNL zinc finger domain containing protein			BEWA_029540	570	189	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2575309	2579286	+							BEWA_029550	3978		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2575309	2579286	+			AFZ80105.1	hypothetical protein			BEWA_029550	3978		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2575309	2579286	+	AFZ80105.1			hypothetical protein			BEWA_029550	3978	1325	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2580235	2584840	+							BEWA_029560	4606		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2580235	2584840	+			AFZ80106.1	hypothetical protein			BEWA_029560	4371		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2580235	2584840	+	AFZ80106.1			hypothetical protein			BEWA_029560	4371	1456	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2585614	2586627	+							BEWA_029570	1014		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2585614	2586627	+			AFZ80107.1	hypothetical protein			BEWA_029570	1014		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2585614	2586627	+	AFZ80107.1			hypothetical protein			BEWA_029570	1014	337	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2586858	2587460	+							BEWA_029580	603		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2586858	2587460	+			AFZ80108.1	MutS domain V containing protein			BEWA_029580	603		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2586858	2587460	+	AFZ80108.1			MutS domain V containing protein			BEWA_029580	603	200	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2589419	2589823	-							BEWA_029590	405		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2589419	2589823	-			AFZ80109.1	hypothetical protein			BEWA_029590	243		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2589419	2589823	-	AFZ80109.1			hypothetical protein			BEWA_029590	243	80	
gene	other	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2592258	2592561	-							BEWA_029600	304		
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2596895	2597767	-							BEWA_029610	873		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2596895	2597767	-			AFZ80110.1	hypothetical protein			BEWA_029610	873		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2596951	2597322	-	AFZ80110.1			hypothetical protein			BEWA_029610	372	123	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2598544	2600237	+							BEWA_029620	1694		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2598544	2600237	+			AFZ80111.1	hypothetical protein			BEWA_029620	776		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2599505	2599717	+	AFZ80111.1			hypothetical protein			BEWA_029620	213	70	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2600610	2601119	-							BEWA_029630	510		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2600610	2601119	-			AFZ80112.1	signal peptide-containing protein			BEWA_029630	510		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2600610	2601119	-	AFZ80112.1			signal peptide-containing protein			BEWA_029630	510	169	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2602167	2603858	-							BEWA_029640	1692		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2602167	2603858	-			AFZ80113.1	hypothetical protein			BEWA_029640	1692		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2602167	2603858	-	AFZ80113.1			hypothetical protein			BEWA_029640	1692	563	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2604182	2605999	-							BEWA_029650	1818		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2604182	2605999	-			AFZ80114.1	hypothetical protein			BEWA_029650	1818		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2604182	2605999	-	AFZ80114.1			hypothetical protein			BEWA_029650	1818	605	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2606100	2608817	-							BEWA_029660	2718		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2606100	2608817	-			AFZ80115.1	hypothetical protein			BEWA_029660	2718		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2606100	2608817	-	AFZ80115.1			hypothetical protein			BEWA_029660	2718	905	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2609382	2609756	-							BEWA_029670	375		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2609382	2609756	-			AFZ80116.1	hypothetical protein			BEWA_029670	375		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2609382	2609756	-	AFZ80116.1			hypothetical protein			BEWA_029670	375	124	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2610791	2613983	+							BEWA_029680	3193		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2610791	2613983	+			AFZ80117.1	hypothetical protein			BEWA_029680	3060		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2610791	2613983	+	AFZ80117.1			hypothetical protein			BEWA_029680	3060	1019	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2614340	2616713	+							BEWA_029690	2374		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2614340	2616713	+			AFZ80118.1	hypothetical protein			BEWA_029690	2097		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2614340	2616713	+	AFZ80118.1			hypothetical protein			BEWA_029690	2097	698	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2616948	2617650	-							BEWA_029700	703		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2616948	2617650	-			AFZ80119.1	hypothetical protein			BEWA_029700	669		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2616948	2617650	-	AFZ80119.1			hypothetical protein			BEWA_029700	669	222	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2617855	2618910	-							BEWA_029710	1056		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2617855	2618910	-			AFZ80120.1	hypothetical protein			BEWA_029710	1056		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2617855	2618820	-	AFZ80120.1			hypothetical protein			BEWA_029710	966	321	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2619430	2622366	-							BEWA_029720	2937		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2619430	2622366	-			AFZ80121.1	hypothetical protein			BEWA_029720	2379		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2619430	2622366	-	AFZ80121.1			hypothetical protein			BEWA_029720	2379	792	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2622522	2629717	-							BEWA_029730	7196		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2622522	2629717	-			AFZ80122.1	hypothetical protein			BEWA_029730	1065		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2622522	2629717	-	AFZ80122.1			hypothetical protein			BEWA_029730	1065	354	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2630868	2632791	-							BEWA_029740	1924		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2630868	2632791	-			AFZ80123.1	hypothetical protein			BEWA_029740	1815		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2630868	2632791	-	AFZ80123.1			hypothetical protein			BEWA_029740	1815	604	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2633054	2633869	-							BEWA_029750	816		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2633054	2633869	-			AFZ80124.1	hypothetical protein			BEWA_029750	816		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2633054	2633869	-	AFZ80124.1			hypothetical protein			BEWA_029750	816	271	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2634222	2634773	+							BEWA_029760	552		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2634222	2634773	+			AFZ80125.1	membrane protein, putative			BEWA_029760	552		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2634222	2634773	+	AFZ80125.1			membrane protein, putative			BEWA_029760	552	183	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2635327	2637159	+							BEWA_029770	1833		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2635327	2637159	+			AFZ80126.1	hypothetical protein			BEWA_029770	1833		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2635327	2637159	+	AFZ80126.1			hypothetical protein			BEWA_029770	1833	610	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2637818	2645568	+							BEWA_029780	7751		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2637818	2645568	+			AFZ80127.1	hypothetical protein			BEWA_029780	7602		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2637818	2645568	+	AFZ80127.1			hypothetical protein			BEWA_029780	7602	2533	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2645661	2646998	-							BEWA_029790	1338		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2645661	2646998	-			AFZ80128.1	folylpolyglutamate synthase, putative			BEWA_029790	1074		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2645661	2646998	-	AFZ80128.1			folylpolyglutamate synthase, putative			BEWA_029790	1074	357	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2647146	2650733	-							BEWA_029800	3588		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2647146	2650733	-			AFZ80129.1	hypothetical protein			BEWA_029800	3588		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2647146	2650733	-	AFZ80129.1			hypothetical protein			BEWA_029800	3588	1195	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2650842	2651936	-							BEWA_029810	1095		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2650842	2651936	-			AFZ80130.1	hypothetical protein			BEWA_029810	1095		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2650842	2651936	-	AFZ80130.1			hypothetical protein			BEWA_029810	1095	364	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2652236	2652729	-							BEWA_029820	494		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2652236	2652729	-			AFZ80131.1	folylpolyglutamate synthase, putative			BEWA_029820	357		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2652236	2652729	-	AFZ80131.1			folylpolyglutamate synthase, putative			BEWA_029820	357	118	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2653196	2655418	-							BEWA_029830	2223		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2653196	2655418	-			AFZ80132.1	hypothetical protein			BEWA_029830	2223		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2653196	2655418	-	AFZ80132.1			hypothetical protein			BEWA_029830	2223	740	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2655607	2656660	-							BEWA_029840	1054		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2655607	2656660	-			AFZ80133.1	hypothetical protein			BEWA_029840	972		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2655607	2656660	-	AFZ80133.1			hypothetical protein			BEWA_029840	972	323	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2657644	2666226	+							BEWA_029850	8583		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2657644	2666226	+			AFZ80134.1	hypothetical protein			BEWA_029850	8583		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2657644	2666226	+	AFZ80134.1			hypothetical protein			BEWA_029850	8583	2860	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2666581	2669575	+							BEWA_029860	2995		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2666581	2669575	+			AFZ80135.1	hypothetical protein			BEWA_029860	2430		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2666581	2669575	+	AFZ80135.1			hypothetical protein			BEWA_029860	2430	809	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2669977	2671236	+							BEWA_029870	1260		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2669977	2671236	+			AFZ80136.1	hypothetical protein			BEWA_029870	1260		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2669977	2671236	+	AFZ80136.1			hypothetical protein			BEWA_029870	1260	419	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2671398	2672378	+							BEWA_029880	981		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2671398	2672378	+			AFZ80137.1	hypothetical protein			BEWA_029880	981		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2671506	2672330	+	AFZ80137.1			hypothetical protein			BEWA_029880	825	274	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2672395	2679357	+							BEWA_029890	6963		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2672395	2679357	+			AFZ80138.1	hypothetical protein			BEWA_029890	6963		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2672395	2679357	+	AFZ80138.1			hypothetical protein			BEWA_029890	6963	2320	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2680014	2681339	-							BEWA_029900	1326		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2680014	2681339	-			AFZ80139.1	hypothetical protein			BEWA_029900	1326		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2680014	2681339	-	AFZ80139.1			hypothetical protein			BEWA_029900	1326	441	
gene	tRNA	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2682522	2682593	-							BEWA_029910	72		
tRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2682522	2682593	-				tRNA-Trp			BEWA_029910	72		
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2682685	2682968	+							BEWA_029920	284		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2682685	2682968	+			AFZ80140.1	U2 small nuclear ribonucleoprotein A, putative			BEWA_029920	213		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2682685	2682968	+	AFZ80140.1			U2 small nuclear ribonucleoprotein A, putative			BEWA_029920	213	70	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2683601	2684413	+							BEWA_029930	813		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2683601	2684413	+			AFZ80141.1	hypothetical protein			BEWA_029930	813		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2683601	2684413	+	AFZ80141.1			hypothetical protein			BEWA_029930	813	270	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2684671	2687463	+							BEWA_029940	2793		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2684671	2687463	+			AFZ80142.1	hypothetical protein			BEWA_029940	2793		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2684671	2687463	+	AFZ80142.1			hypothetical protein			BEWA_029940	2793	930	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2687534	2688039	+							BEWA_029950	506		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2687534	2688039	+			AFZ80143.1	U2 small nuclear ribonucleoprotein A, putative			BEWA_029950	462		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2687534	2688039	+	AFZ80143.1			U2 small nuclear ribonucleoprotein A, putative			BEWA_029950	462	153	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2688346	2689995	+							BEWA_029960	1650		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2688346	2689995	+			AFZ80144.1	signal peptide-containing protein			BEWA_029960	1650		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2688346	2689995	+	AFZ80144.1			signal peptide-containing protein			BEWA_029960	1650	549	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2690147	2691545	-							BEWA_029970	1399		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2690147	2691545	-			AFZ80145.1	hypothetical protein			BEWA_029970	1218		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2690147	2691545	-	AFZ80145.1			hypothetical protein			BEWA_029970	1218	405	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2692014	2692506	+							BEWA_029980	493		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2692014	2692506	+			AFZ80146.1	hypothetical protein			BEWA_029980	420		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2692014	2692506	+	AFZ80146.1			hypothetical protein			BEWA_029980	420	139	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2692744	2696109	-							BEWA_029990	3366		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2692744	2696109	-			AFZ80147.1	hypothetical protein			BEWA_029990	3366		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2692744	2696109	-	AFZ80147.1			hypothetical protein			BEWA_029990	3366	1121	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2696343	2699259	-							BEWA_030000	2917		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2696343	2699259	-			AFZ80148.1	hypothetical protein			BEWA_030000	2848		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2696356	2699259	-	AFZ80148.1			hypothetical protein			BEWA_030000	2835	944	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2701091	2704657	+							BEWA_030010	3567		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2701091	2704657	+			AFZ80149.1	hypothetical protein			BEWA_030010	3567		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2701091	2704657	+	AFZ80149.1			hypothetical protein			BEWA_030010	3567	1188	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2704888	2705811	+							BEWA_030020	924		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2704888	2705811	+			AFZ80150.1	signal peptide-containing protein			BEWA_030020	924		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2704888	2705811	+	AFZ80150.1			signal peptide-containing protein			BEWA_030020	924	307	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2706009	2710649	-							BEWA_030030	4641		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2706009	2710649	-			AFZ80151.1	hypothetical protein			BEWA_030030	4641		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2706009	2710649	-	AFZ80151.1			hypothetical protein			BEWA_030030	4641	1546	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2711356	2711793	+							BEWA_030040	438		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2711356	2711793	+			AFZ80152.1	hypothetical protein			BEWA_030040	438		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2711356	2711793	+	AFZ80152.1			hypothetical protein			BEWA_030040	438	145	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2712135	2712458	+							BEWA_030050	324		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2712135	2712458	+			AFZ80153.1	hypothetical protein			BEWA_030050	324		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2712135	2712458	+	AFZ80153.1			hypothetical protein			BEWA_030050	324	107	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2712825	2714558	+							BEWA_030060	1734		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2712825	2714558	+			AFZ80154.1	hypothetical protein			BEWA_030060	1734		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2712825	2714558	+	AFZ80154.1			hypothetical protein			BEWA_030060	1734	577	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2714939	2716222	+							BEWA_030070	1284		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2714939	2716222	+			AFZ80155.1	hypothetical protein			BEWA_030070	1284		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2714939	2716222	+	AFZ80155.1			hypothetical protein			BEWA_030070	1284	427	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2716433	2717451	-							BEWA_030080	1019		
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2716433	2717451	-			AFZ80156.1	hypothetical protein			BEWA_030080	716		
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2716641	2717432	-	AFZ80156.1			hypothetical protein			BEWA_030080	489	162	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2718025	2718789	-							BEWA_030090	765		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2718025	2718789	-			AFZ80157.1	haloacid dehalogenase-like hydrolase family member protein			BEWA_030090	765		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2718025	2718789	-	AFZ80157.1			haloacid dehalogenase-like hydrolase family member protein			BEWA_030090	765	254	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2719237	2722956	-							BEWA_030100	3720		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2719237	2722956	-			AFZ80158.1	hypothetical protein			BEWA_030100	3720		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2719237	2722956	-	AFZ80158.1			hypothetical protein			BEWA_030100	3720	1239	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2723155	2724575	-							BEWA_030110	1421		partial
mRNA		GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2723155	2724575	-			AFZ80159.1	hypothetical protein			BEWA_030110	1351		partial
CDS	with_protein	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2723155	2724511	-	AFZ80159.1			hypothetical protein			BEWA_030110	1287	428	
gene	protein_coding	GCA_000342415.1	Primary Assembly	chromosome	1	CP001669.1	2724654	2725353	-							BEWA_030120	700		partial
