# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	18159	20842	+							BMR1_02g00075	2684		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	18159	20825	+	SJK85762.1			conserved Plasmodium protein, unknown function			BMR1_02g00075	2241	746	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	20895	22133	-							BMR1_02g00080	1239		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	20895	22133	-							BMR1_02g00080	1239		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	20895	22133	-	CCF73182.1			hypothetical protein			BMR1_02g00080	1176	391	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	22117	22605	-							BMR1_02g00081	489		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	22117	22605	-							BMR1_02g00081	489		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	22117	22605	-	SJK85763.1			hypothetical protein			BMR1_02g00081	429	142	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	22668	23940	+							BMR1_02g00090	1273		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	22668	23940	+							BMR1_02g00090	1273		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	22668	23940	+	CCF73184.1			Ribosomal RNA small subunit methyltransferase H			BMR1_02g00090	1128	375	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	24086	25414	+							BMR1_02g00095	1329		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	24086	25414	+							BMR1_02g00095	1329		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	24086	25252	+	SJK85764.1			TAP42-like family			BMR1_02g00095	1026	341	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	25308	28057	-							BMR1_02g00100	2750		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	25308	28057	-							BMR1_02g00100	2750		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	25308	28057	-	CCF73186.1			Ribonuclease Z			BMR1_02g00100	2502	833	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	28062	29166	-							BMR1_02g00105	1105		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	28062	29166	-							BMR1_02g00105	1105		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	28062	29166	-	SJK85765.1			UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase			BMR1_02g00105	957	318	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	29214	32193	+							BMR1_02g00110	2980		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	29214	32193	+							BMR1_02g00110	2980		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	29214	31869	+	SJK85766.1			Long chain acyl-CoA synthetase 5			BMR1_02g00110	2040	679	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	32813	36861	+							BMR1_02g00115	4049		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	32813	36861	+							BMR1_02g00115	4049		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	32825	36768	+	SJK85767.1			Structural maintenance of chromosomes protein 6A			BMR1_02g00115	3207	1068	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	36788	37477	-							BMR1_02g00120	690		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	36788	37477	-			SJK85768.1				BMR1_02g00120	690		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	36953	37303	-	SJK85768.1			conserved Plasmodium protein, unknown function			BMR1_02g00120	351	116	
gene	tRNA	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	37426	37497	-							BMR1_02g00116	72		
tRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	37426	37497	-				tRNA-Asp			BMR1_02g00116	72		
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	37911	39841	-							BMR1_02g00125	1931		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	37911	39841	-							BMR1_02g00125	1931		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	37911	39841	-	SJK85769.1			S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase			BMR1_02g00125	1800	599	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	40075	42706	+							BMR1_02g00130	2632		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	40075	42706	+							BMR1_02g00130	2632		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	40075	42706	+	CCF73192.1			DNA-directed RNA polymerase subunit alpha			BMR1_02g00130	1953	650	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	42997	45736	-							BMR1_02g00135	2740		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	42997	45736	-							BMR1_02g00135	2740		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	42997	45736	-	SJK85770.1			ubiquitin-like 1-activating enzyme E1 B			BMR1_02g00135	1755	584	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	45727	49511	+							BMR1_02g00140	3785		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	45727	49511	+							BMR1_02g00140	3785		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	45957	49462	+	SJK85771.1			Transcriptional adapter ADA2b			BMR1_02g00140	2676	891	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	49740	51838	-							BMR1_02g00145	2099		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	49740	51838	-							BMR1_02g00145	2099		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	49740	51838	-	SJK85772.1			protein disulfide-isomerase			BMR1_02g00145	1599	532	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	52431	55855	+							BMR1_02g00150	3425		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	52431	55855	+							BMR1_02g00150	3425		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	52438	55855	+	SJK85773.1			conserved Plasmodium protein, unknown function			BMR1_02g00150	2478	825	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	56016	57286	-							BMR1_02g00155	1271		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	56016	57286	-			SJK85774.1				BMR1_02g00155	1271		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	56294	56884	-	SJK85774.1			conserved Plasmodium protein, unknown function			BMR1_02g00155	591	196	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	57327	58391	+							BMR1_02g00160	1065		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	57327	58391	+							BMR1_02g00160	1065		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	57327	58391	+	SJK85775.1			hypothetical protein			BMR1_02g00160	939	312	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	58417	59032	-							BMR1_02g00165	616		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	58417	59032	-			CCF73199.1				BMR1_02g00165	616		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	58496	58948	-	CCF73199.1			hypothetical protein			BMR1_02g00165	453	150	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	59058	59900	+							BMR1_02g00170	843		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	59058	59900	+			CCF73200.1				BMR1_02g00170	843		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	59058	59900	+	CCF73200.1			stromal membrane-associated protein			BMR1_02g00170	843	280	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	59753	61235	-							BMR1_02g00175	1483		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	59753	61235	-							BMR1_02g00175	1483		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	59927	61235	-	SJK85776.1			Protein kinase domain			BMR1_02g00175	900	299	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	61764	62568	-							BMR1_02g00180	805		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	61764	62568	-			CCF73202.1				BMR1_02g00180	805		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	61764	62351	-	CCF73202.1			hypothetical protein			BMR1_02g00180	588	195	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	62594	63087	-							BMR1_02g00185	494		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	62594	63087	-							BMR1_02g00185	494		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	62594	63087	-	CCF73203.1			conserved Plasmodium protein, unknown function			BMR1_02g00185	474	157	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	63205	64289	+							BMR1_02g00190	1085		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	63205	64289	+							BMR1_02g00190	1085		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	63205	64289	+	SJK85777.1			23S rRNA methyltransferase			BMR1_02g00190	993	330	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	64572	67064	+							BMR1_02g00195	2493		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	64572	67064	+			CCF73205.1				BMR1_02g00195	2493		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	64572	67064	+	CCF73205.1			histidyl-tRNA synthetase			BMR1_02g00195	2493	830	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	67426	71408	+							BMR1_02g00200	3983		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	67426	71408	+			CCF73206.1				BMR1_02g00200	3983		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	67687	71136	+	CCF73206.1			hypothetical protein			BMR1_02g00200	3450	1149	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	71498	72883	+							BMR1_02g00205	1386		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	71498	72883	+			CCF73207.1				BMR1_02g00205	1386		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	71498	72883	+	CCF73207.1			hypothetical protein			BMR1_02g00205	1386	461	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	73049	74504	-							BMR1_02g00210	1456		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	73049	74504	-							BMR1_02g00210	1456		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	73049	74504	-	SJK85778.1			histone-binding protein RBBP4			BMR1_02g00210	1197	398	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	74953	78246	-							BMR1_02g00215	3294		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	74953	78246	-			CCF73209.1				BMR1_02g00215	3294		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	74953	78246	-	CCF73209.1			hypothetical protein			BMR1_02g00215	3294	1097	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	78406	80010	-							BMR1_02g00220	1605		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	78406	80010	-							BMR1_02g00220	1605		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	78406	80010	-	CCF73210.1			mRNA export factor			BMR1_02g00220	1074	357	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	80000	81887	-							BMR1_02g00221	1888		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	80000	81887	-							BMR1_02g00221	1888		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	80000	81887	-	SJK85779.1			DEAD/DEAH box helicase			BMR1_02g00221	1566	521	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	81995	83506	+							BMR1_02g00230	1512		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	81995	83506	+							BMR1_02g00230	1512		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	81995	83506	+	CCF73212.1			Mitochondrial ribosomal death-associated protein 3			BMR1_02g00230	1371	456	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	83498	85261	-							BMR1_02g00235	1764		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	83498	85261	-							BMR1_02g00235	1764		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	83573	85261	-	SJK85780.1			dual-specificity kinase			BMR1_02g00235	1338	445	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	85619	86658	+							BMR1_02g00240	1040		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	85619	86658	+							BMR1_02g00240	1040		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	85619	86658	+	SJK85781.1			conserved Plasmodium protein, unknown function			BMR1_02g00240	951	316	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	86677	86958	-							BMR1_02g00245	282		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	86677	86958	-			CCF73215.1				BMR1_02g00245	282		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	86677	86958	-	CCF73215.1			hypothetical protein			BMR1_02g00245	282	93	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	87152	88357	-							BMR1_02g00250	1206		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	87152	88357	-							BMR1_02g00250	1206		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	87152	88357	-	CCF73216.1			hypothetical protein			BMR1_02g00250	1134	377	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	88584	88977	-							BMR1_02g00255	394		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	88584	88977	-							BMR1_02g00255	394		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	88584	88977	-	SJK85782.1			hypothetical protein			BMR1_02g00255	333	110	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	89045	91032	+							BMR1_02g00260	1988		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	89045	91032	+							BMR1_02g00260	1988		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	89045	91032	+	SJK85783.1			mitochondrial processing peptidase			BMR1_02g00260	1443	480	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	91422	92801	-							BMR1_02g00261	1380		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	91422	92801	-			SJK85784.1				BMR1_02g00261	1380		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	91422	92801	-	SJK85784.1			hypothetical protein			BMR1_02g00261	1380	459	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	92893	94657	-							BMR1_02g00262	1765		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	92893	94657	-							BMR1_02g00262	1765		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	92893	94657	-	SJK85785.1			hypothetical protein			BMR1_02g00262	1689	562	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	94677	95847	+							BMR1_02g00270	1171		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	94677	95847	+							BMR1_02g00270	1171		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	94729	95255	+	SJK85786.1			conserved Plasmodium protein, unknown function			BMR1_02g00270	453	150	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	95820	98787	-							BMR1_02g00275	2968		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	95820	98787	-							BMR1_02g00275	2968		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	95918	98666	-	SJK85787.1			DNA excision repair protein ERCC-2			BMR1_02g00275	2379	792	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	99021	100463	-							BMR1_02g00280	1443		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	99021	100463	-							BMR1_02g00280	1443		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	99058	100463	-	SJK85788.1			FAS-associated factor 2			BMR1_02g00280	1101	366	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	100928	102546	-							BMR1_02g00285	1619		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	100928	102546	-							BMR1_02g00285	1619		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	100928	102455	-	CCF73223.1			BCS1 N terminal			BMR1_02g00285	1218	405	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	102674	104360	-							BMR1_02g00290	1687		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	102674	104360	-							BMR1_02g00290	1687		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	102859	104283	-	CCF73224.1			Radial spoke head 10 homolog B			BMR1_02g00290	1125	374	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	104625	105232	+							BMR1_02g00295	608		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	104625	105232	+							BMR1_02g00295	608		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	104625	105232	+	SJK85789.1			hypothetical protein			BMR1_02g00295	567	188	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	105317	107057	-							BMR1_02g00300	1741		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	105317	107057	-			CCF73226.1				BMR1_02g00300	1741		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	105363	107057	-	CCF73226.1			MPP10, U3 small nucleolar RNA-associated protein MPP10			BMR1_02g00300	1695	564	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	107095	108846	+							BMR1_02g00305	1752		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	107095	108846	+							BMR1_02g00305	1752		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	107095	108846	+	CCF73227.1			seryl-tRNA synthetase			BMR1_02g00305	1599	532	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	108905	109647	+							BMR1_02g00306	743		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	108905	109647	+							BMR1_02g00306	743		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	108905	109647	+	SJK85790.1			conserved Plasmodium membrane protein, unknown function			BMR1_02g00306	600	199	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	110107	110571	+							BMR1_02g00315	465		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	110107	110571	+							BMR1_02g00315	465		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	110107	110571	+	CCF73229.1			signal recognition particle subunit SRP19			BMR1_02g00315	420	139	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	110733	113481	-							BMR1_02g00320	2749		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	110733	113481	-							BMR1_02g00320	2749		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	110733	113481	-	SJK85791.1			sporozoite microneme protein 2			BMR1_02g00320	2640	879	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	113530	115818	+							BMR1_02g00325	2289		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	113530	115818	+							BMR1_02g00325	2289		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	113932	115776	+	SJK85792.1			hypothetical protein			BMR1_02g00325	1821	606	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	115632	118687	-							BMR1_02g00330	3056		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	115632	118687	-							BMR1_02g00330	3056		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	115969	118564	-	SJK85793.1			prolyl-tRNA synthetase			BMR1_02g00330	1998	665	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	119114	121158	-							BMR1_02g00335	2045		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	119114	121158	-							BMR1_02g00335	2045		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	119114	121158	-	SJK85794.1			translation initiation factor eIF-2B epsilon subunit			BMR1_02g00335	1824	607	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	121393	121989	-							BMR1_02g00340	597		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	121393	121989	-							BMR1_02g00340	597		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	121393	121989	-	CCF73234.1			conserved Plasmodium protein, unknown function			BMR1_02g00340	408	135	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	122007	126232	+							BMR1_02g00345	4226		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	122007	126232	+							BMR1_02g00345	4226		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	122050	126232	+	SJK85795.1			phosphatidylinositol glycan, class O			BMR1_02g00345	3189	1062	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	126366	127616	-							BMR1_02g00350	1251		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	126366	127616	-			CCF73236.1				BMR1_02g00350	1251		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	126366	127616	-	CCF73236.1			Probable geranylgeranyl transferase type-2 subunit beta			BMR1_02g00350	1251	416	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	127674	128057	-							BMR1_02g00355	384		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	127674	128057	-			CCF73237.1				BMR1_02g00355	384		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	127674	128057	-	CCF73237.1			hypothetical protein			BMR1_02g00355	384	127	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	128079	128614	+							BMR1_02g00360	536		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	128079	128614	+							BMR1_02g00360	536		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	128079	128613	+	SJK85796.1			hypothetical protein			BMR1_02g00360	435	144	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	128659	129250	-							BMR1_02g00365	592		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	128659	129250	-							BMR1_02g00365	592		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	128659	129250	-	SJK85797.1			2Fe-2S ferredoxin			BMR1_02g00365	501	166	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	129517	130062	+							BMR1_02g00370	546		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	129517	130062	+							BMR1_02g00370	546		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	129599	130062	+	CCF73240.1			conserved Plasmodium protein, unknown function			BMR1_02g00370	444	147	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	130093	130664	+							BMR1_02g00375	572		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	130093	130664	+							BMR1_02g00375	572		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	130093	130664	+	CCF73241.1			hypothetical protein			BMR1_02g00375	489	162	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	130994	131977	+							BMR1_02g00380	984		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	130994	131977	+							BMR1_02g00380	984		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	130994	131827	+	SJK85798.1			conserved Plasmodium membrane protein, unknown function			BMR1_02g00380	792	263	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	132842	133597	+							BMR1_02g00385	756		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	132842	133597	+			CCF73243.1				BMR1_02g00385	756		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	132842	133597	+	CCF73243.1			peroxiredoxin Q/BCP/ antioxidant, AhpC/TSA family			BMR1_02g00385	756	251	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	133810	134955	+							BMR1_02g00390	1146		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	133810	134955	+							BMR1_02g00390	1146		
CDS	with_protein	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	133810	134955	+	CCF73244.1			peptidylprolyl isomerase			BMR1_02g00390	759	252	
gene	protein_coding	GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	135015	135421	-							BMR1_02g00395	407		
mRNA		GCA_000691945.2	Primary Assembly	chromosome	II	FO082872.1	135015	135421	-							BMR1_02g00395	407		
