# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	90563	92299	-	EAN32323.1			hypothetical protein			TpMuguga_02g00037	1737	578	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	92801	94877	-							TpMuguga_02g00038	2077		old_locus_tag=TP02_0038
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	92801	94877	-			EAN32324.1	hypothetical protein			TpMuguga_02g00038	2077		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	93079	94722	-	EAN32324.1			hypothetical protein			TpMuguga_02g00038	1644	547	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	94878	97491	-					HDAC1		TpMuguga_02g00039	2614		old_locus_tag=TP02_0039
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	94878	97491	-			EAN32325.1	Histone deacetylase Rpd3	HDAC1		TpMuguga_02g00039	2453		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	95360	96703	-	EAN32325.1			Histone deacetylase Rpd3	HDAC1		TpMuguga_02g00039	1344	447	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	97526	99706	+					Pars2		TpMuguga_02g00040	2181		old_locus_tag=TP02_0040
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	97526	99706	+			EAN32326.1	tRNA synthetase class II core domain family protein	Pars2		TpMuguga_02g00040	1640		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	97544	99470	+	EAN32326.1			tRNA synthetase class II core domain family protein	Pars2		TpMuguga_02g00040	1386	461	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	99710	101536	+							TpMuguga_02g02485	1827		old_locus_tag=TP02_0041; TP02_0042
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	99710	101536	+			KAF5153567.1	Histone RNA hairpin-binding protein RNA-binding domain protein			TpMuguga_02g02485	1358		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	99868	101485	+	KAF5153567.1			Histone RNA hairpin-binding protein RNA-binding domain protein			TpMuguga_02g02485	1149	382	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	101702	103011	+					PPX1		TpMuguga_02g02060	1310		old_locus_tag=TP02_0042
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	101702	103011	+			KAF5153568.1	Serine/threonine-protein phosphatase 4 catalytic subunit	PPX1		TpMuguga_02g02060	1214		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	101868	102878	+	KAF5153568.1			Serine/threonine-protein phosphatase 4 catalytic subunit	PPX1		TpMuguga_02g02060	915	304	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	103340	105231	+							TpMuguga_02g00043	1892		old_locus_tag=TP02_0043
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	103340	105231	+			EAN32329.1	hypothetical protein			TpMuguga_02g00043	1892		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	103340	105091	+	EAN32329.1			hypothetical protein			TpMuguga_02g00043	1752	583	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	105375	107201	-					CSE4		TpMuguga_02g00044	1827		old_locus_tag=TP02_0044
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	105375	107201	-			EAN32330.2	Core histone H2A/H2B/H3/H4 family protein	CSE4		TpMuguga_02g00044	1460		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	105500	107123	-	EAN32330.2			Core histone H2A/H2B/H3/H4 family protein	CSE4		TpMuguga_02g00044	1257	418	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	107265	108801	+							TpMuguga_02g00045	1537		old_locus_tag=TP02_0045
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	107265	108801	+			EAN32331.1	Cytochrome c oxidase subunit Vb family protein			TpMuguga_02g00045	1156		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	107522	108715	+	EAN32331.1			Cytochrome c oxidase subunit Vb family protein			TpMuguga_02g00045	813	270	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	108903	110932	+					aatB		TpMuguga_02g00046	2030		old_locus_tag=TP02_0046
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	108903	110932	+			EAN32332.1	Aminotransferase class I and II family protein	aatB		TpMuguga_02g00046	1626		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	109146	110788	+	EAN32332.1			Aminotransferase class I and II family protein	aatB		TpMuguga_02g00046	1239	412	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	110934	112180	+							TpMuguga_02g00047	1247		old_locus_tag=TP02_0047
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	110934	112180	+			EAN32333.1	hypothetical protein			TpMuguga_02g00047	1173		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	111162	112066	+	EAN32333.1			hypothetical protein			TpMuguga_02g00047	831	276	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	112306	113282	-					cypB		TpMuguga_02g00048	977		old_locus_tag=TP02_0048
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	112309	113282	-			EAN32334.1	Peptidyl-prolyl cis-trans isomerase B	cypB		TpMuguga_02g00048	699		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	112332	113197	-	EAN32334.1			Peptidyl-prolyl cis-trans isomerase B	cypB		TpMuguga_02g00048	591	196	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	113652	115779	-							TpMuguga_02g00049	2128		old_locus_tag=TP02_0049
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	113652	115779	-			EAN32335.1	hypothetical protein			TpMuguga_02g00049	2128		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	113707	115497	-	EAN32335.1			hypothetical protein			TpMuguga_02g00049	1791	596	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	116062	117101	+					NTF2		TpMuguga_02g00050	1040		old_locus_tag=TP02_0050
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	116062	117101	+			EAN32336.1	Nuclear transport factor 2	NTF2		TpMuguga_02g00050	553		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	116182	117043	+	EAN32336.1			Nuclear transport factor 2	NTF2		TpMuguga_02g00050	375	124	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	117210	122968	+					RON4		TpMuguga_02g02265	5759		old_locus_tag=TP02_0051; TP02_0052
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	117210	122968	+			KAF5153569.1	Rhoptry neck protein 4	RON4		TpMuguga_02g02265	4905		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	117381	122890	+	KAF5153569.1			Rhoptry neck protein 4	RON4		TpMuguga_02g02265	4656	1551	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	123000	124924	-							TpMuguga_02g00053	1925		old_locus_tag=TP02_0053
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	123000	124924	-			EAN32339.1	hypothetical protein			TpMuguga_02g00053	1925		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	123080	124924	-	EAN32339.1			hypothetical protein			TpMuguga_02g00053	1845	614	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	125147	126689	-					FAB1D		TpMuguga_02g00054	1543		old_locus_tag=TP02_0054
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	125147	126689	-			EAN32340.1	Phosphatidylinositol-4-phosphate 5-Kinase family protein	FAB1D		TpMuguga_02g00054	1481		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	125170	126689	-	EAN32340.1			Phosphatidylinositol-4-phosphate 5-Kinase family protein	FAB1D		TpMuguga_02g00054	1458	485	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	127487	130405	-							TpMuguga_02g00055	2919		old_locus_tag=TP02_0055
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	127487	130405	-			EAN32341.1	hypothetical protein			TpMuguga_02g00055	2751		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	127487	130405	-	EAN32341.1			hypothetical protein			TpMuguga_02g00055	2751	916	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	130422	132081	+							TpMuguga_02g00056	1660		old_locus_tag=TP02_0056
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	130422	132081	+			EAN32342.1	Actin family protein			TpMuguga_02g00056	1422		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	130662	132042	+	EAN32342.1			Actin family protein			TpMuguga_02g00056	1143	380	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	132702	135158	+							TpMuguga_02g00057	2457		old_locus_tag=TP02_0057
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	132702	135158	+			EAN32343.1	Glycylpeptide N-tetradecanoyltransferase			TpMuguga_02g00057	1564		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	132845	135114	+	EAN32343.1			Glycylpeptide N-tetradecanoyltransferase			TpMuguga_02g00057	1377	458	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	135281	136695	-							TpMuguga_02g00058	1415		old_locus_tag=TP02_0058
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	135281	136695	-			EAN32344.1	Deoxyhypusine synthase family protein			TpMuguga_02g00058	1415		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	135309	136421	-	EAN32344.1			Deoxyhypusine synthase family protein			TpMuguga_02g00058	1113	370	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	136756	139992	+					SPATA5		TpMuguga_02g00059	3237		old_locus_tag=TP02_0059
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	136756	139992	+			EAN32345.1	ATPase family associated with various cellular activities (AAA) family protein	SPATA5		TpMuguga_02g00059	2911		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	137004	139963	+	EAN32345.1			ATPase family associated with various cellular activities (AAA) family protein	SPATA5		TpMuguga_02g00059	2634	877	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	140040	142405	+							TpMuguga_02g00060	2366		old_locus_tag=TP02_0060
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	140040	142405	+			EAN32346.2	hypothetical protein			TpMuguga_02g00060	2078		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	140109	142382	+	EAN32346.2			hypothetical protein			TpMuguga_02g00060	1986	661	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	142437	143602	-					PPA1		TpMuguga_02g00061	1166		old_locus_tag=TP02_0061
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	142437	143602	-			EAN32347.1	Inorganic pyrophosphatase family protein	PPA1		TpMuguga_02g00061	1057		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	142452	143526	-	EAN32347.1			Inorganic pyrophosphatase family protein	PPA1		TpMuguga_02g00061	966	321	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	143783	146909	+							TpMuguga_02g00062	3127		old_locus_tag=TP02_0062
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	143783	146909	+			EAN32348.2	hypothetical protein			TpMuguga_02g00062	3058		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	144076	146796	+	EAN32348.2			hypothetical protein			TpMuguga_02g00062	2652	883	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	146999	148806	+							TpMuguga_02g00063	1808		old_locus_tag=TP02_0063
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	146999	148806	+			EAN32349.1	Nuf2 family protein			TpMuguga_02g00063	1602		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	147176	148761	+	EAN32349.1			Nuf2 family protein			TpMuguga_02g00063	1380	459	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	148833	149498	-					Rps15a		TpMuguga_02g00064	666		old_locus_tag=TP02_0064
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	148833	149498	-			EAN32350.1	40S ribosomal protein S15a	Rps15a		TpMuguga_02g00064	666		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	148926	149318	-	EAN32350.1			40S ribosomal protein S15a	Rps15a		TpMuguga_02g00064	393	130	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	149499	150651	-							TpMuguga_02g00065	1153		old_locus_tag=TP02_0064; TP02_0065
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	149499	150651	-			EAN32351.1	putative integral membrane protein			TpMuguga_02g00065	1153		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	149735	150553	-	EAN32351.1			putative integral membrane protein			TpMuguga_02g00065	819	272	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	151032	152113	+					REEP5		TpMuguga_02g00066	1082		old_locus_tag=TP02_0066
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	151032	152113	+			EAN32352.1	TB2/DP1 HVA22 family protein	REEP5		TpMuguga_02g00066	1011		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	151203	152059	+	EAN32352.1			TB2/DP1 HVA22 family protein	REEP5		TpMuguga_02g00066	786	261	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	152168	153279	-							TpMuguga_02g00067	1112		old_locus_tag=TP02_0067
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	152168	153279	-			EAN32353.1	RNA recognition motif family protein			TpMuguga_02g00067	889		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	152230	153019	-	EAN32353.1			RNA recognition motif family protein			TpMuguga_02g00067	567	188	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	153300	154546	+							TpMuguga_02g00068	1247		old_locus_tag=TP02_0068
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	153300	154546	+			EAN32354.1	hypothetical protein			TpMuguga_02g00068	1247		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	153492	154526	+	EAN32354.1			hypothetical protein			TpMuguga_02g00068	1035	344	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	154570	158909	-							TpMuguga_02g02645	4340		old_locus_tag=TP02_0069; TP02_0070
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	154570	158909	-			KAF5153570.1	hypothetical protein			TpMuguga_02g02645	4188		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	154577	158241	-	KAF5153570.1			hypothetical protein			TpMuguga_02g02645	3513	1170	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	159712	160984	+							TpMuguga_02g00071	1273		old_locus_tag=TP02_0071
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	159712	160984	+			EAN32357.2	hypothetical protein			TpMuguga_02g00071	1191		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	159898	160897	+	EAN32357.2			hypothetical protein			TpMuguga_02g00071	918	305	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	161042	163422	+							TpMuguga_02g02165	2381		old_locus_tag=TP02_0072
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	161042	163422	+			KAF5153571.1	hypothetical protein			TpMuguga_02g02165	1959		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	161096	163422	+	KAF5153571.1			hypothetical protein			TpMuguga_02g02165	1905	634	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	163403	165105	+					DXR		TpMuguga_02g02465	1703		old_locus_tag=TP02_0072; TP02_0073
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	163403	165105	+			KAF5153572.1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	DXR		TpMuguga_02g02465	1391		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	163403	165043	+	KAF5153572.1			1-deoxy-D-xylulose 5-phosphate reductoisomerase	DXR		TpMuguga_02g02465	1329	442	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	164949	166839	-							TpMuguga_02g00074	1891		old_locus_tag=TP02_0074; TP02_0073
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	164949	166839	-			EAN32360.1	hypothetical protein			TpMuguga_02g00074	1661		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	165124	166763	-	EAN32360.1			hypothetical protein			TpMuguga_02g00074	1410	469	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	166843	170381	+					vps18		TpMuguga_02g00075	3539		old_locus_tag=TP02_0075
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	166843	170381	+			EAN32361.2	Pep3/Vps18/deep orange family protein	vps18		TpMuguga_02g00075	3206		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	167028	170363	+	EAN32361.2			Pep3/Vps18/deep orange family protein	vps18		TpMuguga_02g00075	3003	1000	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	170441	171730	-							TpMuguga_02g00076	1290		old_locus_tag=TP02_0076
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	170441	171730	-			EAN32362.1	hypothetical protein			TpMuguga_02g00076	1053		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	170448	171602	-	EAN32362.1			hypothetical protein			TpMuguga_02g00076	918	305	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	171759	173473	+					SRD2		TpMuguga_02g00077	1715		old_locus_tag=TP02_0077
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	171759	173473	+			EAN32363.1	snRNA-activating protein of 50kDa MW C terminal family protein	SRD2		TpMuguga_02g00077	1674		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	171844	173330	+	EAN32363.1			snRNA-activating protein of 50kDa MW C terminal family protein	SRD2		TpMuguga_02g00077	1446	481	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	173474	174350	+					RPL27		TpMuguga_02g00078	877		old_locus_tag=TP02_0078
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	173474	174350	+			EAN32364.1	60S ribosomal protein L27	RPL27		TpMuguga_02g00078	769		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	173779	174333	+	EAN32364.1			60S ribosomal protein L27	RPL27		TpMuguga_02g00078	447	148	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	174440	176823	-							TpMuguga_02g02495	2384		
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	174440	176823	-			KAF5153573.1	ENTH domain protein			TpMuguga_02g02495	2227		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	174451	176731	-	KAF5153573.1			ENTH domain protein			TpMuguga_02g02495	2124	707	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	176964	178208	-							TpMuguga_02g00079	1245		old_locus_tag=TP02_0079
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	176964	178208	-			EAN32365.1	hypothetical protein			TpMuguga_02g00079	1039		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	177054	178015	-	EAN32365.1			hypothetical protein			TpMuguga_02g00079	756	251	
gene	tRNA	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	178227	178298	+							TpMuguga_02g00968	72		old_locus_tag=TP02_0968
tRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	178227	178298	+				tRNA-Ala			TpMuguga_02g00968	72		
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	178718	179212	+					RPL29A		TpMuguga_02g00080	495		old_locus_tag=TP02_0080
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	178718	179212	+			EAN32366.1	60S ribosomal protein L29-1	RPL29A		TpMuguga_02g00080	333		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	178822	179172	+	EAN32366.1			60S ribosomal protein L29-1	RPL29A		TpMuguga_02g00080	189	62	
gene	tRNA	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	179381	179452	-							TpMuguga_02g00969	72		old_locus_tag=TP02_0969
tRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	179381	179452	-				tRNA-Ala			TpMuguga_02g00969	72		
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	179477	180690	+					rrp4		TpMuguga_02g00081	1214		old_locus_tag=TP02_0081
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	179477	180690	+			EAN32367.1	Exosome complex exonuclease RRP4 N-terminal region family protein	rrp4		TpMuguga_02g00081	1036		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	179695	180664	+	EAN32367.1			Exosome complex exonuclease RRP4 N-terminal region family protein	rrp4		TpMuguga_02g00081	792	263	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	180912	182422	-					RPL5		TpMuguga_02g00082	1511		old_locus_tag=TP02_0082
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	180912	182422	-			EAN32368.1	60S ribosomal protein L5	RPL5		TpMuguga_02g00082	1181		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	180945	182195	-	EAN32368.1			60S ribosomal protein L5	RPL5		TpMuguga_02g00082	921	306	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	182783	184285	+					RPL7A		TpMuguga_02g00083	1503		old_locus_tag=TP02_0083
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	182783	184285	+			EAN32369.1	60S ribosomal protein L7a-2	RPL7A		TpMuguga_02g00083	1359		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	183442	184242	+	EAN32369.1			60S ribosomal protein L7a-2	RPL7A		TpMuguga_02g00083	801	266	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	186809	188194	-							TpMuguga_02g00084	1386		old_locus_tag=TP02_0084
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	186809	188194	-			EAN32370.2	Endoplasmic reticulum-based factor for assembly of V-ATPase family protein			TpMuguga_02g00084	1093		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	186925	188000	-	EAN32370.2			Endoplasmic reticulum-based factor for assembly of V-ATPase family protein			TpMuguga_02g00084	783	260	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	188279	190546	+					las1		TpMuguga_02g02180	2268		old_locus_tag=TP02_0085; TP02_0086
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	188279	190546	+			KAF5153574.1	Las1-like family protein	las1		TpMuguga_02g02180	1986		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	188378	190546	+	KAF5153574.1			Las1-like family protein	las1		TpMuguga_02g02180	1887	628	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	190844	193559	+							TpMuguga_02g00087	2716		old_locus_tag=TP02_0087; TP02_0088
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	190844	193559	+			EAN32373.1	hypothetical protein			TpMuguga_02g00087	2716		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	191296	193428	+	EAN32373.1			hypothetical protein			TpMuguga_02g00087	2133	710	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	193540	195190	+					PRMT11		TpMuguga_02g00088	1651		old_locus_tag=TP02_0088
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	193540	195190	+			EAN32374.1	putative protein arginine N-methyltransferase 1.2	PRMT11		TpMuguga_02g00088	1380		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	193681	195073	+	EAN32374.1			putative protein arginine N-methyltransferase 1.2	PRMT11		TpMuguga_02g00088	1122	373	
gene	protein_coding	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	195252	196020	-					rpl21b		TpMuguga_02g00089	769		old_locus_tag=TP02_0089
mRNA		GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	195252	196020	-			EAN32375.1	60S ribosomal protein L21-1	rpl21b		TpMuguga_02g00089	641		
CDS	with_protein	GCA_000165365.1	Primary Assembly	chromosome	2	AAGK01000002.1	195277	195759	-	EAN32375.1			60S ribosomal protein L21-1	rpl21b		TpMuguga_02g00089	483	160	
