# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2441462	2443097	+	BAM39586.1			XPA binding protein 1			TOT_010001040	912	303	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2443248	2445317	+							TOT_010001041	2070		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2443248	2445317	+	BAM39587.1			pseudouridylate synthase			TOT_010001041	1503	500	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2445408	2446353	+							TOT_010001042	946		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2445408	2446353	+	BAM39588.1			peptidyl-prolyl cis-trans isomerase			TOT_010001042	585	194	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2446624	2448405	-							TOT_010001043	1782		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2446624	2448405	-	BAM39589.1			ADP-ribosylation factor GTPase activating protein			TOT_010001043	1782	593	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2448615	2450081	-							TOT_010001044	1467		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2448615	2450081	-	BAM39590.1			uncharacterized protein			TOT_010001044	1467	488	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2450905	2451996	-							TOT_010001045	1092		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2450905	2451996	-	BAM39591.1			conserved hypothetical protein			TOT_010001045	1032	343	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2452977	2458202	+							TOT_010001046	5226		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2452977	2458202	+	BAM39592.1			myosin			TOT_010001046	4614	1537	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2458486	2461470	+							TOT_010001047	2985		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2458486	2461470	+	BAM39593.1			conserved hypothetical protein			TOT_010001047	2985	994	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2462075	2464157	+							TOT_010001048	2083		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2462075	2464157	+	BAM39594.1			conserved hypothetical protein			TOT_010001048	1734	577	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2464584	2465773	+							TOT_010001049	1190		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2464584	2465773	+	BAM39595.1			uncharacterized protein			TOT_010001049	939	312	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2465789	2468272	-							TOT_010001050	2484		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2465789	2468272	-	BAM39596.1			conserved hypothetical protein			TOT_010001050	2484	827	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2468622	2469891	+							TOT_010001051	1270		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2468622	2469891	+	BAM39597.1			conserved hypothetical protein			TOT_010001051	1185	394	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2469930	2471189	-							TOT_010001052	1260		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2469930	2471189	-	BAM39598.1			hypothetical protein			TOT_010001052	1260	419	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2471706	2473421	+							TOT_010001053	1716		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2471706	2473421	+	BAM39599.1			chaperonin			TOT_010001053	1611	536	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2473625	2476106	+							TOT_010001054	2482		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2473625	2476106	+	BAM39600.1			conserved hypothetical protein			TOT_010001054	1782	593	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2476393	2477923	-							TOT_010001055	1531		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2476393	2477923	-	BAM39601.1			conserved hypothetical protein			TOT_010001055	1239	412	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2478168	2478515	+							TOT_010001056	348		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2478168	2478515	+	BAM39602.1			hypothetical protein			TOT_010001056	348	115	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2479023	2482620	+							TOT_010001057	3598		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2479023	2482620	+	BAM39603.1			predicted protein			TOT_010001057	3510	1169	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2482761	2483224	-							TOT_010001058	464		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2482761	2483224	-	BAM39604.1			hypothetical protein			TOT_010001058	429	142	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2483920	2484822	+							TOT_010001059	903		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2483920	2484822	+	BAM39605.1			conserved hypothetical protein			TOT_010001059	741	246	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2484869	2485567	-							TOT_010001060	699		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2484869	2485567	-	BAM39606.1			conserved hypothetical protein			TOT_010001060	489	162	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2485923	2487067	-							TOT_010001061	1145		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2485923	2487067	-	BAM39607.1			uncharacterized protein			TOT_010001061	1113	370	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2487658	2489835	-							TOT_010001354	2178		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2487658	2489835	-	BAM39608.1			conserved hypothetical protein			TOT_010001354	1980	659	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2490302	2492018	+							TOT_010001063	1717		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2490302	2492018	+	BAM39609.1			chloroplast ribosomal protein L1/50S ribosomal protein L10			TOT_010001063	1194	397	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2492097	2493913	+							TOT_010001064	1817		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2492097	2493913	+	BAM39610.1			uncharacterized protein			TOT_010001064	1350	449	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2494240	2497242	+							TOT_010001065	3003		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2494240	2497242	+	BAM39611.1			vacuolar sorting protein			TOT_010001065	2799	932	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2497510	2500293	-							TOT_010001066	2784		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2497510	2500293	-	BAM39612.1			metalloprotease/cell division cycle protein			TOT_010001066	2292	763	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2500875	2502283	+							TOT_010001067	1409		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2500875	2502283	+	BAM39613.1			conserved hypothetical protein			TOT_010001067	1131	376	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2502377	2505436	-							TOT_010001355	3060		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2502377	2505436	-	BAM39614.1			DNA topoisomerase 2			TOT_010001355	2661	886	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2506103	2506451	+							TOT_010001069	349		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2506103	2506451	+	BAM39615.1			hypothetical protein			TOT_010001069	219	72	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2506615	2508597	-							TOT_010001070	1983		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2506615	2508597	-	BAM39616.1			conserved hypothetical protein			TOT_010001070	1839	612	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2509540	2510292	-							TOT_010001071	753		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2509540	2510292	-	BAM39617.1			putative ribosomal protein L23			TOT_010001071	681	226	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2510474	2511983	-							TOT_010001072	1510		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2510474	2511983	-	BAM39618.1			conserved hypothetical protein			TOT_010001072	1314	437	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2513382	2515559	+							TOT_010001073	2178		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2513382	2515559	+	BAM39619.1			phosphatidylglycerophosphate synthase			TOT_010001073	2178	725	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2515608	2516557	+							TOT_010001074	950		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2515608	2516557	+	BAM39620.1			conserved hypothetical protein			TOT_010001074	819	272	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2517248	2523952	+							TOT_010001356	6705		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2517248	2523952	+	BAM39621.1			DEAD-box family helicase			TOT_010001356	4389	1462	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2524302	2525445	-							TOT_010001076	1144		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2524302	2525445	-	BAM39622.1			orotidine 5'-phosphate decarboxylase			TOT_010001076	849	282	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2525482	2528157	-							TOT_010001077	2676		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2525482	2528157	-	BAM39623.1			conserved hypothetical protein			TOT_010001077	2544	847	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2528671	2532669	+							TOT_010001078	3999		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2528671	2532669	+	BAM39624.1			conserved hypothetical protein			TOT_010001078	3765	1254	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2532983	2534194	-							TOT_010001079	1212		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2532983	2534194	-	BAM39625.1			ubiquitin-fusion degradation pathway component			TOT_010001079	993	330	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2534579	2535634	+							TOT_010001080	1056		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2534579	2535634	+	BAM39626.1			uncharacterized protein			TOT_010001080	1056	351	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2535967	2537510	-							TOT_010001081	1544		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2535967	2537510	-	BAM39627.1			ubiquitin-related chaperonin			TOT_010001081	1149	382	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2538095	2538883	-							TOT_010001082	789		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2538095	2538883	-	BAM39628.1			uncharacterized protein			TOT_010001082	471	156	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2539115	2541025	-							TOT_010001083	1911		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2539115	2541025	-	BAM39629.1			conserved hypothetical protein			TOT_010001083	1827	608	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2542776	2543282	-							TOT_010001084	507		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2542776	2543282	-	BAM39630.1			protein tyrosine phosphatase			TOT_010001084	507	168	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2544554	2544847	+							TOT_010001085	294		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2544554	2544847	+	BAM39631.1			acylphosphatase			TOT_010001085	294	97	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2544896	2546237	-							TOT_010001086	1342		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2544896	2546237	-	BAM39632.1			conserved hypothetical protein			TOT_010001086	954	317	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2547111	2547436	+							TOT_010001087	326		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2547111	2547436	+	BAM39633.1			hypothetical protein			TOT_010001087	300	99	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2548017	2550783	+							TOT_010001088	2767		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2548017	2550783	+	BAM39634.1			inositol phosphatase			TOT_010001088	1959	652	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2551258	2551950	+							TOT_010001089	693		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2551258	2551950	+	BAM39635.1			conserved hypothetical protein			TOT_010001089	693	230	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2552312	2553474	-							TOT_010001357	1163		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2552312	2553474	-	BAM39636.1			conserved hypothetical protein			TOT_010001357	336	111	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2553611	2554023	-							TOT_010001358	413		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2553611	2554023	-	BAM39637.1			conserved hypothetical protein			TOT_010001358	306	101	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2554985	2557322	-							TOT_010001359	2338		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2554985	2557322	-	BAM39638.1			uncharacterized protein			TOT_010001359	1905	634	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2558146	2562754	+							TOT_010001093	4609		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2558146	2562754	+	BAM39639.1			uncharacterized protein			TOT_010001093	3219	1072	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2562877	2564938	-							TOT_010001094	2062		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2562877	2564938	-	BAM39640.1			aspartyl aminopeptidase			TOT_010001094	1380	459	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2565090	2568465	+							TOT_010001095	3376		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2565090	2568465	+	BAM39641.1			uncharacterized protein			TOT_010001095	2130	709	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2569544	2570883	+							TOT_010001096	1340		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2569544	2570883	+	BAM39642.1			predicted protein			TOT_010001096	1077	358	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2571039	2571855	-							TOT_010001360	817		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2571039	2571855	-	BAM39643.1			conserved hypothetical protein			TOT_010001360	657	218	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2572073	2574256	-							TOT_010001098	2184		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2572073	2574256	-	BAM39644.1			uncharacterized protein			TOT_010001098	1749	582	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2574372	2575103	-							TOT_010001099	732		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2574372	2575103	-	BAM39645.1			Fe/Mn superoxide dismutase			TOT_010001099	633	210	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2575613	2577638	+							TOT_010001100	2026		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2575613	2577638	+	BAM39646.1			uncharacterized protein			TOT_010001100	1533	510	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2577848	2581021	+							TOT_010001101	3174		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2577848	2581021	+	BAM39647.1			ATPase			TOT_010001101	2205	734	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2581311	2583105	-							TOT_010001102	1795		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2581311	2583105	-	BAM39648.1			conserved hypothetical protein			TOT_010001102	1608	535	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2583499	2585962	-							TOT_010001103	2464		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2583499	2585962	-	BAM39649.1			uncharacterized protein			TOT_010001103	2196	731	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2586909	2592817	+							TOT_010001104	5909		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2586909	2592817	+	BAM39650.1			conserved hypothetical protein			TOT_010001104	5874	1957	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2592977	2594235	-							TOT_010001105	1259		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2592977	2594235	-	BAM39651.1			uncharacterized protein			TOT_010001105	1137	378	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2594563	2596180	-							TOT_010001106	1618		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2594563	2596180	-	BAM39652.1			major facilitator superfamily MFS-1 protein			TOT_010001106	1458	485	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2597390	2599380	-							TOT_010001107	1991		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2597390	2599380	-	BAM39653.1			major facilitator superfamily MFS-1 protein			TOT_010001107	1635	544	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2599466	2600926	-							TOT_010001108	1461		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2599466	2600926	-	BAM39654.1			conserved hypothetical protein			TOT_010001108	1371	456	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2601441	2603804	+							TOT_010001109	2364		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2601441	2603804	+	BAM39655.1			ATP-dependent RNA helicase			TOT_010001109	2040	679	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2603995	2605521	-							TOT_010001110	1527		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2603995	2605521	-	BAM39656.1			transcription or splicing factor-like protein			TOT_010001110	1377	458	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2606533	2611103	+							TOT_010001111	4571		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2606533	2611103	+	BAM39657.1			eukaryotic initiation factor-2 alpha kinase-A			TOT_010001111	3759	1252	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2611221	2611959	-							TOT_010001112	739		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2611221	2611959	-	BAM39658.1			U1 snRNP-specific protein C			TOT_010001112	483	160	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2612290	2612541	+							TOT_010001113	252		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2612290	2612541	+	BAM39659.1			conserved hypothetical protein			TOT_010001113	252	83	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2612882	2615283	-							TOT_010001114	2402		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2612882	2615283	-	BAM39660.1			conserved hypothetical protein			TOT_010001114	2307	768	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2616214	2617086	+							TOT_010001361	873		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2616214	2617086	+	BAM39661.1			conserved hypothetical protein			TOT_010001361	873	290	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2617328	2621962	-							TOT_010001116	4635		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2617328	2621962	-	BAM39662.1			pre-mRNA splicing protein			TOT_010001116	3987	1328	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2622169	2623221	-							TOT_010001117	1053		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2622169	2623221	-	BAM39663.1			L-lactate dehydrogenase			TOT_010001117	972	323	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2623483	2624108	-							TOT_010001118	626		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2623483	2624108	-	BAM39664.1			uncharacterized protein			TOT_010001118	594	197	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2624640	2625521	+							TOT_010001362	882		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2624640	2625521	+	BAM39665.1			uncharacterized protein			TOT_010001362	822	273	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2625989	2627640	-							TOT_010001120	1652		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2625989	2627640	-	BAM39666.1			conserved hypothetical protein			TOT_010001120	1623	540	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2627842	2628425	-							TOT_010001121	584		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2627842	2628425	-	BAM39667.1			uncharacterized protein			TOT_010001121	555	184	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2628962	2629384	+							TOT_010001122	423		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2628962	2629384	+	BAM39668.1			uncharacterized protein			TOT_010001122	423	140	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2630022	2646590	+							TOT_010001123	16569		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2630022	2646590	+	BAM39669.1			uncharacterized protein			TOT_010001123	15813	5270	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2646726	2647509	-							TOT_010001124	784		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2646726	2647509	-	BAM39670.1			ribonuclease P subunit			TOT_010001124	714	237	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2647679	2649787	-							TOT_010001125	2109		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2647679	2649787	-	BAM39671.1			homeodomain-like containing protein			TOT_010001125	1815	604	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2650220	2651613	+							TOT_010001126	1394		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2650220	2651613	+	BAM39672.1			ethanolamine phosphotransferase			TOT_010001126	1215	404	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2651979	2654355	+							TOT_010001127	2377		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2651979	2654355	+	BAM39673.1			conserved hypothetical protein			TOT_010001127	2343	780	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2655063	2657399	+							TOT_010001128	2337		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2655063	2657399	+	BAM39674.1			uncharacterized protein			TOT_010001128	2262	753	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2657460	2659844	+							TOT_010001129	2385		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2657460	2659844	+	BAM39675.1			uncharacterized protein			TOT_010001129	2103	700	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2660057	2661276	-							TOT_010001130	1220		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2660057	2661276	-	BAM39676.1			conserved hypothetical protein			TOT_010001130	1164	387	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2662000	2663246	+							TOT_010001131	1247		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2662000	2663246	+	BAM39677.1			uncharacterized protein			TOT_010001131	1005	334	
gene	tRNA	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2663298	2663370	-							TOT_01t000009	73		
tRNA		GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2663298	2663370	-				tRNA-Lys			TOT_01t000009	73		
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2663521	2664852	+							TOT_010001363	1332		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2663521	2664852	+	BAM39678.1			lipoate-protein ligase			TOT_010001363	1056	351	
gene	protein_coding	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2664906	2665823	-							TOT_010001133	918		
CDS	with_protein	GCA_000740895.1	Primary Assembly	chromosome	1	AP011946.1	2664906	2665823	-	BAM39679.1			uncharacterized protein			TOT_010001133	690	229	
